r,c,lon,lat,lst
4.0,40.0,88.40338983050847,22.67966101694915,38.5
4.0,41.0,88.40847457627119,22.67966101694915,38.3
4.0,42.0,88.4135593220339,22.67966101694915,35.8
4.0,43.0,88.4186440677966,22.67966101694915,34.3
4.0,44.0,88.42372881355932,22.67966101694915,37.6
4.0,45.0,88.42881355932204,22.67966101694915,36.3
4.0,46.0,88.43389830508475,22.67966101694915,37.8
4.0,47.0,88.43898305084745,22.67966101694915,37.5
4.0,48.0,88.44406779661017,22.67966101694915,38.1
4.0,49.0,88.44915254237289,22.67966101694915,40.0
4.0,50.0,88.45423728813559,22.67966101694915,38.3
4.0,51.0,88.4593220338983,22.67966101694915,38.8
4.0,52.0,88.46440677966102,22.67966101694915,38.2
4.0,53.0,88.46949152542373,22.67966101694915,38.0
4.0,54.0,88.47457627118644,22.67966101694915,34.7
4.0,55.0,88.47966101694915,22.67966101694915,35.5
4.0,56.0,88.48474576271187,22.67966101694915,36.5
4.0,57.0,88.48983050847458,22.67966101694915,36.0
4.0,58.0,88.49491525423728,22.67966101694915,37.9
4.0,59.0,88.5,22.67966101694915,39.0
5.0,0.0,88.2,22.67457627118644,33.2
5.0,1.0,88.20508474576272,22.67457627118644,34.8
5.0,2.0,88.21016949152542,22.67457627118644,34.9
5.0,3.0,88.21525423728814,22.67457627118644,35.6
5.0,4.0,88.22033898305085,22.67457627118644,35.4
5.0,5.0,88.22542372881357,22.67457627118644,35.7
5.0,6.0,88.23050847457627,22.67457627118644,37.2
5.0,7.0,88.23559322033898,22.67457627118644,34.0
5.0,8.0,88.2406779661017,22.67457627118644,34.2
5.0,9.0,88.24576271186442,22.67457627118644,36.3
5.0,10.0,88.25084745762712,22.67457627118644,35.1
5.0,11.0,88.25593220338983,22.67457627118644,33.9
5.0,12.0,88.26101694915255,22.67457627118644,34.9
5.0,13.0,88.26610169491525,22.67457627118644,35.7
5.0,14.0,88.27118644067797,22.67457627118644,34.9
5.0,15.0,88.27627118644068,22.67457627118644,36.3
