r,c,lon,lat,lst
15.0,13.0,88.26610169491525,22.62372881355932,33.8
15.0,14.0,88.27118644067797,22.62372881355932,34.0
15.0,15.0,88.27627118644068,22.62372881355932,37.0
15.0,16.0,88.2813559322034,22.62372881355932,33.9
15.0,17.0,88.2864406779661,22.62372881355932,36.2
15.0,18.0,88.29152542372881,22.62372881355932,39.6
15.0,19.0,88.29661016949153,22.62372881355932,38.4
15.0,20.0,88.30169491525425,22.62372881355932,35.0
15.0,21.0,88.30677966101695,22.62372881355932,35.1
15.0,22.0,88.31186440677966,22.62372881355932,35.9
15.0,23.0,88.31694915254238,22.62372881355932,35.7
15.0,24.0,88.32203389830508,22.62372881355932,38.3
15.0,25.0,88.3271186440678,22.62372881355932,42.0
15.0,26.0,88.33220338983051,22.62372881355932,37.8
15.0,27.0,88.33728813559323,22.62372881355932,39.9
15.0,28.0,88.34237288135593,22.62372881355932,36.4
15.0,29.0,88.34745762711864,22.62372881355932,38.0
15.0,30.0,88.35254237288136,22.62372881355932,40.1
15.0,31.0,88.35762711864407,22.62372881355932,39.4
15.0,32.0,88.36271186440678,22.62372881355932,30.5
15.0,33.0,88.36779661016949,22.62372881355932,36.8
15.0,34.0,88.37288135593221,22.62372881355932,42.5
15.0,35.0,88.37796610169492,22.62372881355932,40.4
15.0,36.0,88.38305084745762,22.62372881355932,40.1
15.0,37.0,88.38813559322034,22.62372881355932,39.1
15.0,38.0,88.39322033898306,22.62372881355932,39.3
15.0,39.0,88.39830508474576,22.62372881355932,39.2
15.0,40.0,88.40338983050847,22.62372881355932,39.9
15.0,41.0,88.40847457627119,22.62372881355932,38.6
15.0,42.0,88.4135593220339,22.62372881355932,40.5
15.0,43.0,88.4186440677966,22.62372881355932,39.7
15.0,44.0,88.42372881355932,22.62372881355932,39.1
15.0,45.0,88.42881355932204,22.62372881355932,37.6
15.0,46.0,88.43389830508475,22.62372881355932,38.1
15.0,47.0,88.43898305084745,22.62372881355932,38.3
15.0,48.0,88.44406779661017,22.62372881355932,37.3
15.0,49.0,88.44915254237289,22.62372881355932,37.6
15.0,50.0,88.45423728813559,22.62372881355932,36.7
15.0,51.0,88.4593220338983,22.62372881355932,37.0
15.0,52.0,88.46440677966102,22.62372881355932,36.2
15.0,53.0,88.46949152542373,22.62372881355932,36.7
15.0,54.0,88.47457627118644,22.62372881355932,35.6
15.0,55.0,88.47966101694915,22.62372881355932,36.2
15.0,56.0,88.48474576271187,22.62372881355932,35.4
15.0,57.0,88.48983050847458,22.62372881355932,35.7
15.0,58.0,88.49491525423728,22.62372881355932,37.4
15.0,59.0,88.5,22.62372881355932,36.4
16.0,0.0,88.2,22.61864406779661,32.2
16.0,1.0,88.20508474576272,22.61864406779661,32.5
16.0,2.0,88.21016949152542,22.61864406779661,35.3
16.0,3.0,88.21525423728814,22.61864406779661,35.2
16.0,4.0,88.22033898305085,22.61864406779661,32.0
16.0,5.0,88.22542372881357,22.61864406779661,31.2
16.0,6.0,88.23050847457627,22.61864406779661,31.3
16.0,7.0,88.23559322033898,22.61864406779661,32.8
16.0,8.0,88.2406779661017,22.61864406779661,35.1
16.0,9.0,88.24576271186442,22.61864406779661,36.0
16.0,10.0,88.25084745762712,22.61864406779661,36.1
16.0,11.0,88.25593220338983,22.61864406779661,37.1
16.0,12.0,88.26101694915255,22.61864406779661,35.8
16.0,13.0,88.26610169491525,22.61864406779661,35.3
16.0,14.0,88.27118644067797,22.61864406779661,36.0
16.0,15.0,88.27627118644068,22.61864406779661,33.9
16.0,16.0,88.2813559322034,22.61864406779661,39.3
16.0,17.0,88.2864406779661,22.61864406779661,37.0
16.0,18.0,88.29152542372881,22.61864406779661,34.0
16.0,19.0,88.29661016949153,22.61864406779661,34.9
16.0,20.0,88.30169491525425,22.61864406779661,37.8
16.0,21.0,88.30677966101695,22.61864406779661,38.0
16.0,22.0,88.31186440677966,22.61864406779661,38.4
16.0,23.0,88.31694915254238,22.61864406779661,38.9
16.0,24.0,88.32203389830508,22.61864406779661,38.2
16.0,25.0,88.3271186440678,22.61864406779661,39.8
16.0,26.0,88.33220338983051,22.61864406779661,40.5
16.0,27.0,88.33728813559323,22.61864406779661,38.9
16.0,28.0,88.34237288135593,22.61864406779661,41.9
16.0,29.0,88.34745762711864,22.61864406779661,42.8
16.0,30.0,88.35254237288136,22.61864406779661,42.6
16.0,31.0,88.35762711864407,22.61864406779661,42.3
16.0,32.0,88.36271186440678,22.61864406779661,30.6
16.0,33.0,88.36779661016949,22.61864406779661,32.0
16.0,34.0,88.37288135593221,22.61864406779661,41.7
16.0,35.0,88.37796610169492,22.61864406779661,45.4
16.0,36.0,88.38305084745762,22.61864406779661,41.1
16.0,37.0,88.38813559322034,22.61864406779661,39.0
16.0,38.0,88.39322033898306,22.61864406779661,40.1
16.0,39.0,88.39830508474576,22.61864406779661,38.5
16.0,40.0,88.40338983050847,22.61864406779661,37.4
16.0,41.0,88.40847457627119,22.61864406779661,38.8
16.0,42.0,88.4135593220339,22.61864406779661,39.9
16.0,43.0,88.4186440677966,22.61864406779661,38.1
16.0,44.0,88.42372881355932,22.61864406779661,38.1
16.0,45.0,88.42881355932204,22.61864406779661,37.3
16.0,46.0,88.43389830508475,22.61864406779661,38.4
16.0,47.0,88.43898305084745,22.61864406779661,37.7
16.0,48.0,88.44406779661017,22.61864406779661,38.4
16.0,49.0,88.44915254237289,22.61864406779661,37.6
16.0,50.0,88.45423728813559,22.61864406779661,36.4
16.0,51.0,88.4593220338983,22.61864406779661,38.0
16.0,52.0,88.46440677966102,22.61864406779661,38.5
16.0,53.0,88.46949152542373,22.61864406779661,36.8
16.0,54.0,88.47457627118644,22.61864406779661,32.0
16.0,55.0,88.47966101694915,22.61864406779661,36.8
16.0,56.0,88.48474576271187,22.61864406779661,34.3
16.0,57.0,88.48983050847458,22.61864406779661,35.3
16.0,58.0,88.49491525423728,22.61864406779661,35.3
16.0,59.0,88.5,22.61864406779661,34.8
17.0,0.0,88.2,22.613559322033897,32.6
17.0,1.0,88.20508474576272,22.613559322033897,31.5
17.0,2.0,88.21016949152542,22.613559322033897,36.4
17.0,3.0,88.21525423728814,22.613559322033897,35.4
17.0,4.0,88.22033898305085,22.613559322033897,34.8
17.0,5.0,88.22542372881357,22.613559322033897,34.6
17.0,6.0,88.23050847457627,22.613559322033897,35.2
17.0,7.0,88.23559322033898,22.613559322033897,33.8
17.0,8.0,88.2406779661017,22.613559322033897,34.6
17.0,9.0,88.24576271186442,22.613559322033897,35.0
17.0,10.0,88.25084745762712,22.613559322033897,33.1
17.0,11.0,88.25593220338983,22.613559322033897,34.4
17.0,12.0,88.26101694915255,22.613559322033897,36.0
17.0,13.0,88.26610169491525,22.613559322033897,37.5
17.0,14.0,88.27118644067797,22.613559322033897,39.4
17.0,15.0,88.27627118644068,22.613559322033897,36.0
17.0,16.0,88.2813559322034,22.613559322033897,36.6
17.0,17.0,88.2864406779661,22.613559322033897,35.8
17.0,18.0,88.29152542372881,22.613559322033897,32.0
17.0,19.0,88.29661016949153,22.613559322033897,32.5
17.0,20.0,88.30169491525425,22.613559322033897,36.2
17.0,21.0,88.30677966101695,22.613559322033897,39.4
17.0,22.0,88.31186440677966,22.613559322033897,39.1
17.0,23.0,88.31694915254238,22.613559322033897,39.5
17.0,24.0,88.32203389830508,22.613559322033897,39.8
17.0,25.0,88.3271186440678,22.613559322033897,41.3
17.0,26.0,88.33220338983051,22.613559322033897,43.1
17.0,27.0,88.33728813559323,22.613559322033897,40.7
17.0,28.0,88.34237288135593,22.613559322033897,43.3
17.0,29.0,88.34745762711864,22.613559322033897,39.0
17.0,30.0,88.35254237288136,22.613559322033897,40.6
17.0,31.0,88.35762711864407,22.613559322033897,41.7
17.0,32.0,88.36271186440678,22.613559322033897,30.3
17.0,33.0,88.36779661016949,22.613559322033897,31.0
17.0,34.0,88.37288135593221,22.613559322033897,40.6
17.0,35.0,88.37796610169492,22.613559322033897,42.1
17.0,36.0,88.38305084745762,22.613559322033897,41.3
17.0,37.0,88.38813559322034,22.613559322033897,41.8
17.0,38.0,88.39322033898306,22.613559322033897,39.3
17.0,39.0,88.39830508474576,22.613559322033897,38.8
17.0,40.0,88.40338983050847,22.613559322033897,39.0
17.0,41.0,88.40847457627119,22.613559322033897,36.9
17.0,42.0,88.4135593220339,22.613559322033897,37.8
17.0,43.0,88.4186440677966,22.613559322033897,38.4
17.0,44.0,88.42372881355932,22.613559322033897,38.8
17.0,45.0,88.42881355932204,22.613559322033897,40.0
17.0,46.0,88.43389830508475,22.613559322033897,38.7
17.0,47.0,88.43898305084745,22.613559322033897,38.8
17.0,48.0,88.44406779661017,22.613559322033897,36.9
17.0,49.0,88.44915254237289,22.613559322033897,38.6
17.0,50.0,88.45423728813559,22.613559322033897,38.8
17.0,51.0,88.4593220338983,22.613559322033897,37.3
17.0,52.0,88.46440677966102,22.613559322033897,37.5
17.0,53.0,88.46949152542373,22.613559322033897,36.9
17.0,54.0,88.47457627118644,22.613559322033897,36.4
17.0,55.0,88.47966101694915,22.613559322033897,35.4
17.0,56.0,88.48474576271187,22.613559322033897,36.3
17.0,57.0,88.48983050847458,22.613559322033897,37.3
17.0,58.0,88.49491525423728,22.613559322033897,34.8
17.0,59.0,88.5,22.613559322033897,35.5
18.0,0.0,88.2,22.608474576271185,32.4
18.0,1.0,88.20508474576272,22.608474576271185,35.0
18.0,2.0,88.21016949152542,22.608474576271185,36.1
18.0,3.0,88.21525423728814,22.608474576271185,34.5
18.0,4.0,88.22033898305085,22.608474576271185,34.4
18.0,5.0,88.22542372881357,22.608474576271185,35.2
18.0,6.0,88.23050847457627,22.608474576271185,39.8
18.0,7.0,88.23559322033898,22.608474576271185,34.0
18.0,8.0,88.2406779661017,22.608474576271185,33.2
18.0,9.0,88.24576271186442,22.608474576271185,36.0
18.0,10.0,88.25084745762712,22.608474576271185,33.8
18.0,11.0,88.25593220338983,22.608474576271185,33.0
18.0,12.0,88.26101694915255,22.608474576271185,37.4
18.0,13.0,88.26610169491525,22.608474576271185,42.4
18.0,14.0,88.27118644067797,22.608474576271185,37.8
18.0,15.0,88.27627118644068,22.608474576271185,36.8
18.0,16.0,88.2813559322034,22.608474576271185,37.6
18.0,17.0,88.2864406779661,22.608474576271185,36.1
18.0,18.0,88.29152542372881,22.608474576271185,36.7
18.0,19.0,88.29661016949153,22.608474576271185,37.5
18.0,20.0,88.30169491525425,22.608474576271185,38.0
18.0,21.0,88.30677966101695,22.608474576271185,39.5
18.0,22.0,88.31186440677966,22.608474576271185,37.9
18.0,23.0,88.31694915254238,22.608474576271185,40.5
18.0,24.0,88.32203389830508,22.608474576271185,38.8
18.0,25.0,88.3271186440678,22.608474576271185,36.9
18.0,26.0,88.33220338983051,22.608474576271185,40.5
18.0,27.0,88.33728813559323,22.608474576271185,40.2
18.0,28.0,88.34237288135593,22.608474576271185,42.4
18.0,29.0,88.34745762711864,22.608474576271185,40.2
18.0,30.0,88.35254237288136,22.608474576271185,41.8
18.0,31.0,88.35762711864407,22.608474576271185,30.7
18.0,32.0,88.36271186440678,22.608474576271185,30.2
18.0,33.0,88.36779661016949,22.608474576271185,37.2
18.0,34.0,88.37288135593221,22.608474576271185,42.2
18.0,35.0,88.37796610169492,22.608474576271185,40.1
18.0,36.0,88.38305084745762,22.608474576271185,38.8
18.0,37.0,88.38813559322034,22.608474576271185,37.5
18.0,38.0,88.39322033898306,22.608474576271185,39.7
18.0,39.0,88.39830508474576,22.608474576271185,39.3
18.0,40.0,88.40338983050847,22.608474576271185,39.2
18.0,41.0,88.40847457627119,22.608474576271185,38.9
18.0,42.0,88.4135593220339,22.608474576271185,37.0
18.0,43.0,88.4186440677966,22.608474576271185,38.3
18.0,44.0,88.42372881355932,22.608474576271185,39.4
18.0,45.0,88.42881355932204,22.608474576271185,39.4
18.0,46.0,88.43389830508475,22.608474576271185,38.6
18.0,47.0,88.43898305084745,22.608474576271185,38.5
18.0,48.0,88.44406779661017,22.608474576271185,37.9
18.0,49.0,88.44915254237289,22.608474576271185,36.9
18.0,50.0,88.45423728813559,22.608474576271185,35.1
18.0,51.0,88.4593220338983,22.608474576271185,37.5
18.0,52.0,88.46440677966102,22.608474576271185,35.9
18.0,53.0,88.46949152542373,22.608474576271185,37.0
18.0,54.0,88.47457627118644,22.608474576271185,37.6
18.0,55.0,88.47966101694915,22.608474576271185,37.9
18.0,56.0,88.48474576271187,22.608474576271185,37.6
18.0,57.0,88.48983050847458,22.608474576271185,35.8
18.0,58.0,88.49491525423728,22.608474576271185,34.6
18.0,59.0,88.5,22.608474576271185,35.5
19.0,0.0,88.2,22.603389830508473,32.8
19.0,1.0,88.20508474576272,22.603389830508473,33.6
19.0,2.0,88.21016949152542,22.603389830508473,39.5
19.0,3.0,88.21525423728814,22.603389830508473,39.4
19.0,4.0,88.22033898305085,22.603389830508473,43.5
19.0,5.0,88.22542372881357,22.603389830508473,39.4
19.0,6.0,88.23050847457627,22.603389830508473,38.2
19.0,7.0,88.23559322033898,22.603389830508473,36.8
19.0,8.0,88.2406779661017,22.603389830508473,41.5
19.0,9.0,88.24576271186442,22.603389830508473,36.7
19.0,10.0,88.25084745762712,22.603389830508473,35.3
19.0,11.0,88.25593220338983,22.603389830508473,35.6
19.0,12.0,88.26101694915255,22.603389830508473,36.5
19.0,13.0,88.26610169491525,22.603389830508473,34.9
19.0,14.0,88.27118644067797,22.603389830508473,35.6
19.0,15.0,88.27627118644068,22.603389830508473,37.2
19.0,16.0,88.2813559322034,22.603389830508473,37.3
19.0,17.0,88.2864406779661,22.603389830508473,37.0
19.0,18.0,88.29152542372881,22.603389830508473,39.7
19.0,19.0,88.29661016949153,22.603389830508473,39.8
19.0,20.0,88.30169491525425,22.603389830508473,40.1
19.0,21.0,88.30677966101695,22.603389830508473,36.4
19.0,22.0,88.31186440677966,22.603389830508473,37.7
19.0,23.0,88.31694915254238,22.603389830508473,38.6
19.0,24.0,88.32203389830508,22.603389830508473,39.7
19.0,25.0,88.3271186440678,22.603389830508473,41.4
19.0,26.0,88.33220338983051,22.603389830508473,38.1
19.0,27.0,88.33728813559323,22.603389830508473,38.8
19.0,28.0,88.34237288135593,22.603389830508473,39.0
19.0,29.0,88.34745762711864,22.603389830508473,39.5
19.0,30.0,88.35254237288136,22.603389830508473,34.9
19.0,31.0,88.35762711864407,22.603389830508473,30.3
19.0,32.0,88.36271186440678,22.603389830508473,37.0
19.0,33.0,88.36779661016949,22.603389830508473,40.2
19.0,34.0,88.37288135593221,22.603389830508473,41.3
19.0,35.0,88.37796610169492,22.603389830508473,41.4
19.0,36.0,88.38305084745762,22.603389830508473,41.2
19.0,37.0,88.38813559322034,22.603389830508473,36.6
19.0,38.0,88.39322033898306,22.603389830508473,37.8
19.0,39.0,88.39830508474576,22.603389830508473,38.1
19.0,40.0,88.40338983050847,22.603389830508473,39.0
19.0,41.0,88.40847457627119,22.603389830508473,35.5
19.0,42.0,88.4135593220339,22.603389830508473,36.8
19.0,43.0,88.4186440677966,22.603389830508473,37.0
19.0,44.0,88.42372881355932,22.603389830508473,38.2
19.0,45.0,88.42881355932204,22.603389830508473,39.1
19.0,46.0,88.43389830508475,22.603389830508473,37.6
19.0,47.0,88.43898305084745,22.603389830508473,38.8
19.0,48.0,88.44406779661017,22.603389830508473,39.7
19.0,49.0,88.44915254237289,22.603389830508473,36.5
19.0,50.0,88.45423728813559,22.603389830508473,37.1
19.0,51.0,88.4593220338983,22.603389830508473,38.2
19.0,52.0,88.46440677966102,22.603389830508473,36.1
19.0,53.0,88.46949152542373,22.603389830508473,36.5
19.0,54.0,88.47457627118644,22.603389830508473,37.2
19.0,55.0,88.47966101694915,22.603389830508473,36.8
19.0,56.0,88.48474576271187,22.603389830508473,35.8
19.0,57.0,88.48983050847458,22.603389830508473,36.5
19.0,58.0,88.49491525423728,22.603389830508473,35.8
19.0,59.0,88.5,22.603389830508473,37.7
20.0,0.0,88.2,22.59830508474576,31.3
20.0,1.0,88.20508474576272,22.59830508474576,41.6
20.0,2.0,88.21016949152542,22.59830508474576,40.4
20.0,3.0,88.21525423728814,22.59830508474576,38.4
20.0,4.0,88.22033898305085,22.59830508474576,42.3
20.0,5.0,88.22542372881357,22.59830508474576,41.2
20.0,6.0,88.23050847457627,22.59830508474576,35.2
20.0,7.0,88.23559322033898,22.59830508474576,34.6
20.0,8.0,88.2406779661017,22.59830508474576,34.3
20.0,9.0,88.24576271186442,22.59830508474576,34.2
20.0,10.0,88.25084745762712,22.59830508474576,34.0
20.0,11.0,88.25593220338983,22.59830508474576,35.9
20.0,12.0,88.26101694915255,22.59830508474576,34.5
20.0,13.0,88.26610169491525,22.59830508474576,34.6
20.0,14.0,88.27118644067797,22.59830508474576,36.1
20.0,15.0,88.27627118644068,22.59830508474576,34.6
20.0,16.0,88.2813559322034,22.59830508474576,37.0
20.0,17.0,88.2864406779661,22.59830508474576,36.4
20.0,18.0,88.29152542372881,22.59830508474576,36.7
20.0,19.0,88.29661016949153,22.59830508474576,34.2
20.0,20.0,88.30169491525425,22.59830508474576,35.9
20.0,21.0,88.30677966101695,22.59830508474576,38.2
20.0,22.0,88.31186440677966,22.59830508474576,39.0
20.0,23.0,88.31694915254238,22.59830508474576,37.6
20.0,24.0,88.32203389830508,22.59830508474576,38.5
20.0,25.0,88.3271186440678,22.59830508474576,41.1
20.0,26.0,88.33220338983051,22.59830508474576,42.5
20.0,27.0,88.33728813559323,22.59830508474576,40.0
20.0,28.0,88.34237288135593,22.59830508474576,39.7
20.0,29.0,88.34745762711864,22.59830508474576,39.7
20.0,30.0,88.35254237288136,22.59830508474576,30.4
20.0,31.0,88.35762711864407,22.59830508474576,41.7
20.0,32.0,88.36271186440678,22.59830508474576,41.4
20.0,33.0,88.36779661016949,22.59830508474576,41.2
20.0,34.0,88.37288135593221,22.59830508474576,40.9
20.0,35.0,88.37796610169492,22.59830508474576,40.6
20.0,36.0,88.38305084745762,22.59830508474576,44.7
20.0,37.0,88.38813559322034,22.59830508474576,40.3
20.0,38.0,88.39322033898306,22.59830508474576,40.0
20.0,39.0,88.39830508474576,22.59830508474576,40.9
20.0,40.0,88.40338983050847,22.59830508474576,39.3
20.0,41.0,88.40847457627119,22.59830508474576,38.2
20.0,42.0,88.4135593220339,22.59830508474576,39.3
20.0,43.0,88.4186440677966,22.59830508474576,37.6
20.0,44.0,88.42372881355932,22.59830508474576,38.2
20.0,45.0,88.42881355932204,22.59830508474576,37.9
20.0,46.0,88.43389830508475,22.59830508474576,38.2
20.0,47.0,88.43898305084745,22.59830508474576,37.1
20.0,48.0,88.44406779661017,22.59830508474576,38.2
20.0,49.0,88.44915254237289,22.59830508474576,38.1
20.0,50.0,88.45423728813559,22.59830508474576,36.2
20.0,51.0,88.4593220338983,22.59830508474576,37.9
20.0,52.0,88.46440677966102,22.59830508474576,31.5
20.0,53.0,88.46949152542373,22.59830508474576,30.9
20.0,54.0,88.47457627118644,22.59830508474576,34.7
20.0,55.0,88.47966101694915,22.59830508474576,35.1
20.0,56.0,88.48474576271187,22.59830508474576,34.7
20.0,57.0,88.48983050847458,22.59830508474576,35.4
20.0,58.0,88.49491525423728,22.59830508474576,34.5
20.0,59.0,88.5,22.59830508474576,37.8
21.0,0.0,88.2,22.59322033898305,35.3
21.0,1.0,88.20508474576272,22.59322033898305,41.0
21.0,2.0,88.21016949152542,22.59322033898305,39.5
21.0,3.0,88.21525423728814,22.59322033898305,41.0
21.0,4.0,88.22033898305085,22.59322033898305,41.2
21.0,5.0,88.22542372881357,22.59322033898305,35.6
21.0,6.0,88.23050847457627,22.59322033898305,37.0
21.0,7.0,88.23559322033898,22.59322033898305,32.2
21.0,8.0,88.2406779661017,22.59322033898305,35.8
21.0,9.0,88.24576271186442,22.59322033898305,35.0
21.0,10.0,88.25084745762712,22.59322033898305,34.8
21.0,11.0,88.25593220338983,22.59322033898305,34.5
21.0,12.0,88.26101694915255,22.59322033898305,33.5
21.0,13.0,88.26610169491525,22.59322033898305,34.6
21.0,14.0,88.27118644067797,22.59322033898305,33.8
21.0,15.0,88.27627118644068,22.59322033898305,35.9
21.0,16.0,88.2813559322034,22.59322033898305,33.3
21.0,17.0,88.2864406779661,22.59322033898305,37.0
21.0,18.0,88.29152542372881,22.59322033898305,36.7
21.0,19.0,88.29661016949153,22.59322033898305,37.3
21.0,20.0,88.30169491525425,22.59322033898305,37.9
21.0,21.0,88.30677966101695,22.59322033898305,38.1
21.0,22.0,88.31186440677966,22.59322033898305,38.4
21.0,23.0,88.31694915254238,22.59322033898305,38.4
21.0,24.0,88.32203389830508,22.59322033898305,38.6
21.0,25.0,88.3271186440678,22.59322033898305,40.6
21.0,26.0,88.33220338983051,22.59322033898305,42.7
21.0,27.0,88.33728813559323,22.59322033898305,42.0
21.0,28.0,88.34237288135593,22.59322033898305,40.5
21.0,29.0,88.34745762711864,22.59322033898305,32.0
21.0,30.0,88.35254237288136,22.59322033898305,42.5
21.0,31.0,88.35762711864407,22.59322033898305,41.7
21.0,32.0,88.36271186440678,22.59322033898305,42.3
21.0,33.0,88.36779661016949,22.59322033898305,41.1
21.0,34.0,88.37288135593221,22.59322033898305,40.3
21.0,35.0,88.37796610169492,22.59322033898305,41.7
21.0,36.0,88.38305084745762,22.59322033898305,41.8
21.0,37.0,88.38813559322034,22.59322033898305,40.7
21.0,38.0,88.39322033898306,22.59322033898305,39.1
21.0,39.0,88.39830508474576,22.59322033898305,37.3
21.0,40.0,88.40338983050847,22.59322033898305,37.9
21.0,41.0,88.40847457627119,22.59322033898305,39.2
21.0,42.0,88.4135593220339,22.59322033898305,37.8
21.0,43.0,88.4186440677966,22.59322033898305,38.5
21.0,44.0,88.42372881355932,22.59322033898305,38.6
21.0,45.0,88.42881355932204,22.59322033898305,38.3
21.0,46.0,88.43389830508475,22.59322033898305,37.9
21.0,47.0,88.43898305084745,22.59322033898305,37.5
21.0,48.0,88.44406779661017,22.59322033898305,31.0
21.0,49.0,88.44915254237289,22.59322033898305,36.2
21.0,50.0,88.45423728813559,22.59322033898305,37.9
21.0,51.0,88.4593220338983,22.59322033898305,36.2
21.0,52.0,88.46440677966102,22.59322033898305,34.5
21.0,53.0,88.46949152542373,22.59322033898305,39.3
21.0,54.0,88.47457627118644,22.59322033898305,37.2
21.0,55.0,88.47966101694915,22.59322033898305,37.9
21.0,56.0,88.48474576271187,22.59322033898305,36.7
21.0,57.0,88.48983050847458,22.59322033898305,34.6
21.0,58.0,88.49491525423728,22.59322033898305,35.2
21.0,59.0,88.5,22.59322033898305,37.2
22.0,0.0,88.2,22.588135593220336,35.7
22.0,1.0,88.20508474576272,22.588135593220336,39.8
22.0,2.0,88.21016949152542,22.588135593220336,40.0
22.0,3.0,88.21525423728814,22.588135593220336,35.1
22.0,4.0,88.22033898305085,22.588135593220336,40.5
22.0,5.0,88.22542372881357,22.588135593220336,35.6
22.0,6.0,88.23050847457627,22.588135593220336,35.3
22.0,7.0,88.23559322033898,22.588135593220336,36.0
22.0,8.0,88.2406779661017,22.588135593220336,35.5
22.0,9.0,88.24576271186442,22.588135593220336,34.4
22.0,10.0,88.25084745762712,22.588135593220336,35.4
22.0,11.0,88.25593220338983,22.588135593220336,33.4
22.0,12.0,88.26101694915255,22.588135593220336,33.4
22.0,13.0,88.26610169491525,22.588135593220336,35.2
22.0,14.0,88.27118644067797,22.588135593220336,37.5
22.0,15.0,88.27627118644068,22.588135593220336,36.9
22.0,16.0,88.2813559322034,22.588135593220336,37.3
22.0,17.0,88.2864406779661,22.588135593220336,36.3
22.0,18.0,88.29152542372881,22.588135593220336,36.7
22.0,19.0,88.29661016949153,22.588135593220336,37.5
22.0,20.0,88.30169491525425,22.588135593220336,37.5
22.0,21.0,88.30677966101695,22.588135593220336,37.2
22.0,22.0,88.31186440677966,22.588135593220336,36.2
22.0,23.0,88.31694915254238,22.588135593220336,38.6
22.0,24.0,88.32203389830508,22.588135593220336,37.4
22.0,25.0,88.3271186440678,22.588135593220336,40.0
22.0,26.0,88.33220338983051,22.588135593220336,40.2
22.0,27.0,88.33728813559323,22.588135593220336,39.4
22.0,28.0,88.34237288135593,22.588135593220336,39.5
22.0,29.0,88.34745762711864,22.588135593220336,30.9
22.0,30.0,88.35254237288136,22.588135593220336,42.7
22.0,31.0,88.35762711864407,22.588135593220336,41.8
22.0,32.0,88.36271186440678,22.588135593220336,41.3
22.0,33.0,88.36779661016949,22.588135593220336,39.8
22.0,34.0,88.37288135593221,22.588135593220336,41.5
22.0,35.0,88.37796610169492,22.588135593220336,41.6
22.0,36.0,88.38305084745762,22.588135593220336,41.5
22.0,37.0,88.38813559322034,22.588135593220336,42.1
22.0,38.0,88.39322033898306,22.588135593220336,39.8
22.0,39.0,88.39830508474576,22.588135593220336,39.2
22.0,40.0,88.40338983050847,22.588135593220336,38.3
22.0,41.0,88.40847457627119,22.588135593220336,39.8
22.0,42.0,88.4135593220339,22.588135593220336,38.5
22.0,43.0,88.4186440677966,22.588135593220336,34.3
22.0,44.0,88.42372881355932,22.588135593220336,35.7
22.0,45.0,88.42881355932204,22.588135593220336,36.4
22.0,46.0,88.43389830508475,22.588135593220336,34.0
22.0,47.0,88.43898305084745,22.588135593220336,37.3
22.0,48.0,88.44406779661017,22.588135593220336,32.4
22.0,49.0,88.44915254237289,22.588135593220336,37.6
22.0,50.0,88.45423728813559,22.588135593220336,37.9
22.0,51.0,88.4593220338983,22.588135593220336,37.0
22.0,52.0,88.46440677966102,22.588135593220336,35.0
22.0,53.0,88.46949152542373,22.588135593220336,34.0
22.0,54.0,88.47457627118644,22.588135593220336,37.9
22.0,55.0,88.47966101694915,22.588135593220336,37.4
22.0,56.0,88.48474576271187,22.588135593220336,37.9
22.0,57.0,88.48983050847458,22.588135593220336,36.5
22.0,58.0,88.49491525423728,22.588135593220336,37.0
22.0,59.0,88.5,22.588135593220336,36.7
23.0,0.0,88.2,22.583050847457628,34.6
23.0,1.0,88.20508474576272,22.583050847457628,34.6
23.0,2.0,88.21016949152542,22.583050847457628,39.5
23.0,3.0,88.21525423728814,22.583050847457628,35.0
23.0,4.0,88.22033898305085,22.583050847457628,34.8
23.0,5.0,88.22542372881357,22.583050847457628,33.6
23.0,6.0,88.23050847457627,22.583050847457628,34.9
23.0,7.0,88.23559322033898,22.583050847457628,36.6
23.0,8.0,88.2406779661017,22.583050847457628,35.0
23.0,9.0,88.24576271186442,22.583050847457628,35.4
23.0,10.0,88.25084745762712,22.583050847457628,36.2
23.0,11.0,88.25593220338983,22.583050847457628,32.6
23.0,12.0,88.26101694915255,22.583050847457628,32.2
23.0,13.0,88.26610169491525,22.583050847457628,34.1
23.0,14.0,88.27118644067797,22.583050847457628,38.2
23.0,15.0,88.27627118644068,22.583050847457628,38.6
23.0,16.0,88.2813559322034,22.583050847457628,38.8
23.0,17.0,88.2864406779661,22.583050847457628,38.3
23.0,18.0,88.29152542372881,22.583050847457628,36.8
23.0,19.0,88.29661016949153,22.583050847457628,37.8
23.0,20.0,88.30169491525425,22.583050847457628,37.5
23.0,21.0,88.30677966101695,22.583050847457628,38.9
23.0,22.0,88.31186440677966,22.583050847457628,37.2
23.0,23.0,88.31694915254238,22.583050847457628,37.4
23.0,24.0,88.32203389830508,22.583050847457628,38.0
23.0,25.0,88.3271186440678,22.583050847457628,40.6
23.0,26.0,88.33220338983051,22.583050847457628,40.1
23.0,27.0,88.33728813559323,22.583050847457628,41.1
23.0,28.0,88.34237288135593,22.583050847457628,42.6
23.0,29.0,88.34745762711864,22.583050847457628,30.8
23.0,30.0,88.35254237288136,22.583050847457628,41.7
23.0,31.0,88.35762711864407,22.583050847457628,41.1
23.0,32.0,88.36271186440678,22.583050847457628,41.8
23.0,33.0,88.36779661016949,22.583050847457628,40.8
